,id,raw_address,POI/street,POI,street
24945,24945,gg. murni 11 gaharu medan timur,,,
24951,24951,"cemp putih barat ii b, cempaka putih barat cempaka putih",,,
24987,24987,"kertomulyo kb bina mulya,",,,
24996,24996,ocir pat cisaat,,,
25016,25016,jalan williem iskandar komplek mmtc blok aa-5 medan,,,
25023,25023,"kalpa no 26 indomaret, lowokwaru",,,
25026,25026,"jalam, indro 7 bedali lawang",,,
25036,25036,"matra perkasa uta pt, bantargebang",,,
25044,25044,haji gedad no 48 sudimara barat kel. ciledug,,,
25046,25046,potong rambut arman madura gatak,,,
25057,25057,"kelayan selatan tem mant, 33 70246 banjarmasin selatan",,,
25061,25061,"bfi finance, god, godean",,,
25062,25062,"agung jaya, sena",,,
25066,25066,taman damai 4 no 12 cipondoh,,,
25067,25067,"cemeng bakalan jl. cem baka, 7 rt 4 rw 1",,,
25068,25068,"teun daud beur, no 120 dinas pekerjaan umum surabaya",,,
25070,25070,pt bem vindo jaka sampurna,,,
25081,25081,kamp gru no 22 bojong nangka rt 6 3 kelapa dua,,,
25091,25091,"cita, citarum bandung wetan",,,
25113,25113,"dr. rosa sp. og, alun dua",,,
25123,25123,"bat kuis, no 5 zalfi distro,",,,
25127,25127,"prima jaya, blok a5, kedoya utara kebon jeruk",,,
25132,25132,"margosari jl. raya, limbangan",,,
25137,25137,cinangka desa cina 9 sawangan,,,
25145,25145,"pulau sama islan, jend muha yusuf,",,,
25149,25149,warung bandrek garut,,,
25160,25160,tel tom 9 ciangsana gunung putri,,,
25168,25168,"bank aceh syar tapak merd,",,,
25179,25179,pondok karya agung rt. 13 no. bi 13 kelurahan sungai nangka,,,
25185,25185,"jaka mulya koala timur, 26 rt 4 14 17146 bekasi selatan",,,
25192,25192,23662 darul makmur,,,
25199,25199,sunter agung agung utara 6 d 2 rt 1 8 14350 tanjung priok,,,
25201,25201,kopo per iv 19 sukamenak margahayu,,,
25216,25216,lang kramat jati,,,
25234,25234,raya pasar cibo narpan bayongbong,,,
25237,25237,"computer, pem leteh rembang",,,
25243,25243,p. san way halim permai sukarame,,,
25251,25251,"bpr artha mertoy, dipone",,,
25259,25259,alue sela kel. 23661 jeumpa,,,
25264,25264,"sudimara jaya sek 13, 14 rt 6 9 15151 ciledug",,,
25265,25265,kadipaten teuku umar 54 bojonegoro,,,
25274,25274,parahu raya par no rt 002 rt 2 sukamulya,,,
25276,25276,"matasa cappu, siro munir, tengah cibinong",,,
25277,25277,"bha mulia, no 55b rw 2 cipedak kel.",,,
25285,25285,"toko ama, kang i, ketabang",,,
25288,25288,"f, no 59 pejagalan rt 12 rw 10 penjaringan",,,
25295,25295,beringin raya teuku cik dit 35156 kemiling,,,
25311,25311,"merd, 99 lembursitu",,,
25321,25321,kebon kac raya tham kebon melati tanah abang,,,
25326,25326,"komp cend per 2, no 15 saigon kel.",,,
25333,25333,mera ii cimekar cileunyi,,,
25348,25348,nasi iii jarit rt 2 1 candipuro,,,
25349,25349,"fai,",,,
25368,25368,tpu rejo asri rejo asri seputih raman,,,
25397,25397,"brigjen kata,",,,
25417,25417,"taman aa, 13 cengkareng barat rt 6 2 cengkareng",,,
25468,25468,wanasari sel boj utama 33 rt 5 1 cibitung,,,
25476,25476,cluster water garden blok bh3 no 20 grand wisata,,,
25483,25483,"canon fotocopy, dewasari",,,
25497,25497,"wisma ratu 4, 47 rt 3 5 jatimakmur pondok gede",,,
25498,25498,bintara jaya satu arah 18 rt 13 rw 3 bekasi barat,,,
25507,25507,"sd negeri 019 tenggarong seberang,",,,
25529,25529,"mas yapia,",,,
25536,25536,raya pasir munc no 14 gadog,,,
25577,25577,"rafa playst, raya kronjo no km 2.5 kemuning kresek",,,
25601,25601,pasanggrahan kel.,,,
25604,25604,gang simbang i bekasi utara,,,
25640,25640,pt. bekasi fajar - gd. wisma argo manunggal lt. 10 jl. jend. gatot subroto kav.22,,,
25658,25658,raya mulyo mulyorejo kel.,,,
25661,25661,duta pel 1 kedungbadak rt 1 11 tanah sereal,,,
25677,25677,"g d, 11 5 palmerah",,,
25687,25687,"tk dharma wanita petung, nguntoronadi",,,
25689,25689,"cineum, dieje office (tiki_brilink lebakwangi),",,,
25692,25692,"bank rakyat indon, villa muti gad, karangsatria",,,
25696,25696,maruyung r p no 139 m 40385 pacet,,,
25705,25705,"taman darmo indah sari, karangpoh tandes",,,
25707,25707,"gar 4, 1 bakti jaya rt 6 4",,,
25708,25708,taman kesatuan bangsa pasar 45 dekat toilet umum,,,
25732,25732,kayuringin jaya lele 4 358 bekasi selatan,,,
25734,25734,"gunung ampo rt. 01 rw. 03, kemudo, prambanan, klaten",,,
25743,25743,"ngabetan jl jamb, rt 16 5 cerme",,,
25746,25746,"alfa b951 chp ciham, cih cipaganti coblong",,,
25763,25763,kota baru limau raya 27 rt 10 1,,,
25798,25798,lumbu barat iv f 55 rt 3 9 bojong rawalumbu rawalumbu,,,
25806,25806,janur kuning residence blok ws 1 no:2 kelapa gading jakarta 14240,,,
25820,25820,hang ujung 126 suka mulia sail,,,
25830,25830,"yogya losari jend sudi, no 34 52255 losari",,,
25843,25843,puri muti i 50 rt 7 6 12410 cilandak,,,
25847,25847,"war yossa, suryo no 42b",,,
25859,25859,"sd negri 01 maya, mayangan",,,
25860,25860,jemur anda viii jemur wonosari,,,
25871,25871,"sepande k-link, gad fajar",,,
25873,25873,kios berkah collection mayor suna pasar kliwon,,,
25883,25883,"trik i, 135 gedong rt 3 9 pasar rebo",,,
25901,25901,"jasmine photo,",,,
25903,25903,tan's biro reklame ( tan's adv ) swari,,,
25914,25914,sumerta kelod badak agung 11 80234 denpasar timur,,,
25928,25928,sorea 123 kopo kutawaringin,,,
25937,25937,"rm ampera, tupa, kedawung",,,
25938,25938,perhimpunan dokter paru selu indonesia (pd dipone sumahilang,,,
25940,25940,m. saidi raya petukangan selatan pesanggrahan,,,
25955,25955,sukatali cije no 18 situraja,,,
25960,25960,mush fattaku kamas sety sambiroto sooko,,,
25963,25963,baranangsiang tunj biru 20 rt 2 14 16143 bogor timur - kota,,,
25970,25970,sungai bambu budi jaya 95 4 14330 tanjung priok,,,
25976,25976,nyi cempo barat 60 kedungturi taman,,,
25979,25979,"sd neg 23 ponco, padang cermin",,,
25996,25996,lodan,,,
25999,25999,jemur wonos g mas jemur wonosari wonocolo,,,
26011,26011,pahlawan merdeka 317 21136 siantar timur,,,
26015,26015,"teluk pucung perum villa indah per, rt 2 rw 36 17121 bekasi utara",,,
26016,26016,"toko korea collec, nisam tam",,,
26025,26025,"gedung pertemuan ypi 45,",,,
26026,26026,"gg. kakak tua, mariana pontianak kota",,,
26030,26030,"bakul donny,",,,
26049,26049,"rawa sari, kampung bulang kel.",,,
26133,26133,"kejawan lor, depot mas irawanto, rw 2 kedung cowek",,,
26143,26143,"tiara cell utan panj 5,",,,
26149,26149,"teuku umar, kebonsari kel.",,,
26158,26158,"yota cell, prof. dr. satrio, rw 4 setia budi",,,
26167,26167,"karan, gkj pedan,",,,
26168,26168,"k h wahid has, 64 consina store cipadu jurang manggu timur pondok aren",,,
26178,26178,"ple cell 2, bint jaya, no 69 bintara jaya",,,
26180,26180,christ mih 20 langkai pahandut,,,
26190,26190,"masjid baitut taqwa, ahmad yani barat tulungagung",,,
26207,26207,pasar mede,,,
26234,26234,gg. sei agul ujung karang berombak medan barat,,,
26239,26239,canggu bambu kun iii 7 80351,,,
26257,26257,lasan korumba kel.,,,
26282,26282,"tidy tailor, kayu aya, kuta",,,
26287,26287,"elang laut vii, 14 kamal muara penjaringan",,,
26291,26291,sla 29 kroya kroya,,,
26306,26306,"kedon dalam i, 425 4 lamper tengah semarang selatan",,,
26315,26315,komp ban agung indah no d 25 warung mama dika,,,
26320,26320,alamanda raya no 55 cibeunying cimeunyan,,,
26321,26321,kec no 51 rt 3 4 jatiasih jatiasih,,,
26327,26327,ud citra mand lemahmulya,,,
26338,26338,"ud. istiq wari, ciroyom",,,
26341,26341,"cendana 1, serpong",,,
26350,26350,"langkapura dar, 31 35111 kemiling",,,
26379,26379,"zoom cctv, raya lon lontar",,,
26382,26382,"kelapa gading timur gad elok utara ii, 15 rt 12 11 14240 kelapa gading",,,
26396,26396,padat karya iii 39 pondok kelapa rt 2 1 duren sawit,,,
26403,26403,kh. wahid has balik alam mandau,,,
26427,26427,"vis play soekarno, lowokwaru",,,
26442,26442,"masjid jami nurul jannah seta,",,,
26464,26464,"teru logam no 3 beras, cijaura",,,
26481,26481,"megah kusen, cigan",,,
26489,26489,ganung kidul dip vi 4 nganjuk,,,
26493,26493,sria 2 sriamur kel.,,,
26496,26496,"beng motor, raya janti banguntapan banguntapan",,,
26524,26524,taman royal 1&3 ruko grand taman royal samping roemah kenjang,,,
26525,26525,"raya pelabuhan ratu, tonjong pelabuhan palabuhan ratu",,,
26541,26541,jend. sudirman lapak kamal,,,
26548,26548,"sun agu utara d, 6c sunter agung rt 5 rw 18 tanjung priok",,,
26549,26549,"mel, 11 kebon jeruk rt 13 10",,,
26550,26550,saigon tani 7 78242 pontianak timur,,,
26578,26578,"pt dwi tunggal jaya abadi, doplang",,,
26583,26583,ala danau pang banua hanyar sungai tabukan,,,
26605,26605,"kuin utara kuin utara, 210 banjarmasin utara",,,
26608,26608,boj ment 20 bojong menteng rt 2 1 rawalumbu,,,
26619,26619,"dognutz hard, ronggolawe, no 8 pagentan singosari",,,
26623,26623,"villa jaka setia 1, 16 jaka setia bekasi selatan",,,
26624,26624,perumahan wahana cikarang blok e3 no. 11 kel. suka dami,,,
26628,26628,"toko tono, seberida",,,
26629,26629,pusp raya 3 lengkong gudang serpong,,,
26649,26649,loa ipuh stad barat,,,
26651,26651,suradita pat 2a 6 rt 17 4 15343 cisauk,,,
26655,26655,"white sands, kuta selatan",,,
26684,26684,perumahan wahana cikarang blok g9 no.18 rt 04 18 desa sukadami,,,
26696,26696,"toddo 3 sta 3, no 38-18 pandang panakkukang",,,
26701,26701,"teropong kota kalianda, sumur kumbang, pematang, kec. kalianda",,,
26704,26704,terminal giri adipura wonogiri,,,
26712,26712,"purwo harjo angkri mbok beruk,",,,
26718,26718,"mts swasta sa roudl tholibin, kra, no 351 62195",,,
26734,26734,sri rej utara 1,,,
26747,26747,"taman kota mas, jl. taman kota mas, kec. lubuk baja, kota batam, kepulauan riau blok b3-2",,,
26753,26753,banjarejo jl.tambak rt4 rw2 banjarejo,,,
26760,26760,ndalem pujokusuman rt.18 rw04 keparakan mergangsan,,,
26761,26761,"cluster pesona ciledug blok d n0.6 jl. wisma tajur - kel. tajur, kec. ciledug",,,
26767,26767,"mel, growong kidul juwana",,,
26775,26775,"gg. ulun suwi 1, pemecutan klod denpasar barat",,,
26793,26793,kan 56 sidakaya cilacap selatan,,,
26806,26806,kalisari nilam i 37 rt 7 1 13790 pasar rebo,,,
26813,26813,jungke kap muly 57716 karanganyar,,,
26826,26826,"dirgan resto ahmad yani,",,,
26832,26832,kampung warung jengkol no 41 rt 001 13 pegangsaan dua kelapa gading,,,
26836,26836,al-i prokla tlogobendung,,,
26839,26839,sriwi raya 2 selong rt 5 1 kebayoran baru,,,
26856,26856,"kedai makan happy, tam oso, tambak oso",,,
26863,26863,gedung keuangan negara lantai 1 jl. bethesda no. 6-8 manado,,,
26873,26873,"kimia farma maros 2, jendral sudirman turikale",,,
26880,26880,dep pay amar sakti sungai penuh,,,
26927,26927,"smp neg 1 meulaboh, panggoi",,,
26930,26930,"jl. baru, komplek pratama no. 4b",,,
26933,26933,pluit karang indah blok o viii no 32-35,,,
26938,26938,pandean lamper bint ii rt.004 rt 4 7 gayamsari,,,
26939,26939,"poros maje, botteng utara kel.",,,
26946,26946,"joybizz, moengko poso kota",,,
26948,26948,"jatirahayu kus raya, 43 rt 8 5 pondok melati",,,
26957,26957,nagarasari buru iii no 26,,,
26978,26978,raya wedung - bon jatirogo bonang,,,
26986,26986,cupak tangah irig 26 25176 pauh,,,
26994,26994,"sd neg ment 01,",,,
27000,27000,mira kado 8 toya gro & ece naro no r 8,,,
27005,27005,tgh umar sandubaya selong,,,
27006,27006,"wijaya kesuma kel. komp taman muti, no 8 8 11460",,,
27022,27022,sungai jawi gg. wajo 9 pontianak kota,,,
27036,27036,suma 122 tlogoanyar lamongan,,,
27041,27041,sale ten 199c rt 7 4 senen,,,
27050,27050,mega lestari residence blok c6 no.2,,,
27072,27072,jatirahayu kal 84 rt 3 16 pondok melati,,,
27074,27074,graha mustika cileungsi blok a14 no.6 rt001 rw009 kel. bojong,,,
27077,27077,baratajaya bar jaya ii a 29 rt 4 4 gubeng,,,
27084,27084,pt pos logistik indonesia gedung pos ibukota lt 4 jalan lapangan banteng utara nomor 1 jak,,,
27098,27098,"cirimekar andh laundry and dry cleaning k h luk, no 4 16917 cibinong",,,
27100,27100,g200 kolo abund telanaipura,,,
27102,27102,pame 13 sukorejo ngasem,,,
27112,27112,"gg. sat sari ujung, sukahaji babakan ciparay",,,
27140,27140,jl. kyai tapa 1 tomang kelur rt 6 16 grogol petamburan,,,
27147,27147,"masjid ldii kota luma kali samp, jogotrunan",,,
27148,27148,"pondok makan tlogo roso kebon agung, tlogoadi mlati",,,
27158,27158,cibingbin raya suka 91 cibingbin,,,
27192,27192,tegal rejo no 214 lawang,,,
27236,27236,citangkil sad 16 rt 10 5 42441 citangkil,,,
27244,27244,"tk nurul islam, mel, tegal timur",,,
27254,27254,pondok kel erna pematang seleng bilah hulu,,,
27287,27287,sidotopo jl. sidot gg. i 32 rt 3 2 semampir,,,
27302,27302,panunggangan barat imam bon no 12 15138 cibodas,,,
27305,27305,"tb mand wila, wono kar mojo, wiladeg karangmojo",,,
27312,27312,"tegal sari mandala ii seli, 409 20371 medan denai",,,
27321,27321,jl. cen 36 dema depok,,,
27332,27332,"agen nasa,",,,
27343,27343,ciracas penga ali x 41 rt 9 6 ciracas,,,
27366,27366,"raya legok,",,,
27381,27381,"wr maha 2, daan mogot, tikala",,,
27382,27382,"graha 2, 26 cv. mekar lest grup, purwadana telukjambe timur",,,
27387,27387,"kost thamrin no.87, mh thamrin, sei rengas ii medan area",,,
27404,27404,gg. elang kel penarukan buleleng,,,
27405,27405,"k h mas mans, b 40 jam toko rw 6",,,
27441,27441,kel molek x kelapa dua kelapa dua,,,
27444,27444,"sumberjaya sor kiri, 4 rt 2 9 tambun selatan",,,
27464,27464,"buk teknik utama pt tbk,",,,
27478,27478,jelekong jele 6 baleendah,,,
27487,27487,sleker kopeng rt 08 rw 03 di seputaran taman wisata kopeng parkiran atas,,,
27490,27490,"chelsea dvd, cihamp, cipaganti",,,
27499,27499,mejasem barat pala 9 48 kramat,,,
27503,27503,"toko pertanian ment green, raya suko,",,,
27506,27506,"toko stephen penun, harapan tani",,,
27508,27508,"citaringgul sumur batu raya, no 34 16810 babakan madang",,,
27509,27509,"bidan n. br sembiring am keb, cinta karya,",,,
27512,27512,gang lapangan kandang semangkon paciran lamongan rumah warna biru pagar hitam rt 3 rw 1,,,
27523,27523,"abangda fitn, perkebunan, no c 9",,,
27552,27552,"rhi kupi, rhieng krueng meureudu",,,
27560,27560,"bank cent asia raya tajur, no 133 bogor timur - kota",,,
27572,27572,"ambe, 53 ketabang 11",,,
27602,27602,"taman indonesia, rw 5 menur pumpungan",,,
27608,27608,"raja tiket, kuku, kukusan beji",,,
27612,27612,jl. prat jl. nusa dua no 24 benoa kuta selatan,,,
27613,27613,"tanah patah mus, 50",,,
27615,27615,jl sul abdu lubuk baja kota lubuk baja,,,
27639,27639,citra raya lak lakarsantri,,,
27640,27640,"jend sudi, no 39 90516 turikale",,,
27647,27647,"kra sawah, paseban senen",,,
27651,27651,"kopi mb. rus, desa kar,",,,
27653,27653,"grogol selatan persa amal mulia, 87 rt 2 7 kebayoran lama",,,
27665,27665,rawabadak selatan samu oxfor ii 59 rt 1 rw 3 14230 koja,,,
27676,27676,"desa malala satu barat, malalayang",,,
27690,27690,wa rud supra no 28 ciputat timur,,,
27713,27713,duren jaya kus barat vi no 4 rt 3 29 bekasi timur,,,
27751,27751,ra pant pejagan tanjung,,,
27765,27765,gg. sanin 58 rw 4 setu cipayung,,,
27773,27773,gar ii andalas padang timur,,,
27778,27778,"putra saiyo raya paku, parungkuda",,,
27780,27780,"periuk citra buana, no 7 rt 4 10 periuk",,,
27784,27784,"ser kko harun, 5 ruko dandangan asri kediri kota",,,
27789,27789,"komplek pesona pasteur residence, blok a4 no. 17 jl. babakan cianjur no. 12",,,
27796,27796,taman suto tim dukuh sutorejo mulyorejo,,,
27805,27805,"urip sumoh, no 95 kepatihan tulungagung",,,
27806,27806,"mie bandung 25, aka, denpasar timur",,,
27817,27817,"patti no 107 galih indah santoso. pt, kediri kota",,,
27818,27818,lawang gg. pandu no 532 lawang,,,
27820,27820,raya pacet 157-159 ciparay,,,
27824,27824,"daan mogot, no 33 rw 1 tanjung duren utara kel.",,,
27825,27825,cend ii no 1 kuta baru rt 2 rw 6,,,
27843,27843,"perumahan jaya permai blok f no. 10 (deket dome sports arena), jagabaya iii",,,
27855,27855,jaticempaka cemp baru 69-79 17411 pondok gede,,,
27857,27857,"sisin, sidikalang",,,
27859,27859,"musholla nurul hiday qur'an, kesambi rampak",,,
27872,27872,jl ampera komplek arya residence no. 2,,,
27873,27873,"madr ibtida ar rosy suro,",,,
27874,27874,"moha kafi ii, 51 toko karu ibu, rw 3",,,
27876,27876,kamb 151 rt 9 rw 8 pasar minggu,,,
27886,27886,pam tanggulun majalaya,,,
27896,27896,jl veteran no 150-151 pandeyan umbulharjo xt square gedung umar kayam (pt bervin),,,
27915,27915,"pon dur maha, husni m tham, pangkalan sesai",,,
27927,27927,sal sara 83 sondi raya,,,
27929,27929,pon cabe raya 44 rt 3 rw 3 pondok cabe ilir,,,
27930,27930,pati vii 15-7 pandean lamper 10 gayamsari,,,
27942,27942,"raya bante, kasemen kasemen",,,
27954,27954,"waru, 35-75 1",,,
27956,27956,rusun cipinang besar selatan blok b216 rt 16rw 05 cipinang besar selatan jatinegara,,,
27967,27967,kabunan kel 143 62182,,,
27973,27973,sili i penjaringan,,,
27981,27981,"raya gabus wetan, no 155 bri gabuswetan",,,
28003,28003,"pegad jend besar ah nasu,",,,
28026,28026,cibe 9 ketileng rt 1 3 cilegon,,,
28033,28033,jatinegara jl. dr. krt radj widy jl. waru doy 9 rt 12 rw 8 13930 cakung,,,
28049,28049,"sukun pon indah, no j 20 perumahan sukun pondok indah, sukun",,,
28071,28071,"pesantren darul mujah tegal, pesan prupuk utara",,,
28074,28074,"mie ayam bakso soto 77 tujuh- komis bambang supr, purwokerto lor",,,
28090,28090,sisingama 163 pasar porsea porsea,,,
28115,28115,teuku umar 68 tanjung balai selatan,,,
28145,28145,suryowijayan mj 1 331 rt rw 16 05 yogyakarta,,,
28146,28146,ruko royal park klip sendangmulyo tembalang,,,
28151,28151,(cs tika) perum taman kota blok c5 no.21,,,
28166,28166,raya jung 62 sei nipah siantan,,,
28169,28169,"cel joger pria jakarta, musyaw kebon jeruk kebon jeruk",,,
28183,28183,beruge darat kel.,,,
28186,28186,rejosari dok cipto 126 2 semarang timur,,,
28197,28197,pem asli 4 26 rawamangun rt 11 3 pulo gadung,,,
28205,28205,"klinik lampu, pam rawa bad jatinegara",,,
28213,28213,griya hijau 3 no 20,,,
28216,28216,kebonsari kebon baru 34 rt 2 3 60233,,,
28221,28221,kena no 4 siswodipuran boyolali,,,
28230,28230,"kedai san dunsanak, baringin",,,
28232,28232,gan 2 suradita,,,
28266,28266,kios semb hirpan wanasaba,,,
28267,28267,langkai se ad 170 74874,,,
28275,28275,haji abdul muth 43 rt 6 4 petukangan selatan pesanggrahan,,,
28294,28294,alami salon with mulia training cen,,,
28311,28311,taman borob utara 10,,,
28323,28323,"saha bumi, cik dalam,",,,
28333,28333,suro 12 ngoro ngoro,,,
28337,28337,dadapan raya jem 55 68461,,,
28338,28338,jl. perancis kp. sungapan rt. 04 rw. 013 kel. dadap (belakang bandara city mall),,,
28358,28358,gg. merta majasetra majalaya,,,
28360,28360,iskandar sam ratul setono pande,,,
28361,28361,kar ting 9 cipedes sukajadi,,,
28364,28364,tegal sari mandala iii rawa cang 48 20227 medan denai,,,
28369,28369,toko aqila pemu tanjung karang timur,,,
28372,28372,"jl. raya merd, langensari ungaran barat",,,
28377,28377,"es degan sor nongko, ki dem won, 55813",,,
28384,28384,gun sah x 10c rt 5 rw 5 10720 sawah besar,,,
28391,28391,"glo liv, karet kel. sepatan",,,
28396,28396,dip rt 23 rw 3 pagelaran pagelaran,,,
28406,28406,"warung makan bude yuyun pulau moro,",,,
28418,28418,"khairu ho, perintis kem, 90242",,,
28431,28431,"mas, h. muh,",,,
28433,28433,kara jaya ii babatan wiyung,,,
28449,28449,"pele raya, kelapa gading timur rt 10 1 kelapa gading",,,
28457,28457,sayati dukuh 94 40228 margahayu,,,
28462,28462,"toko al ansh, raya serang baros",,,
28482,28482,"gumaya tower hotel, jalan gajahmada no 59-61",,,
28493,28493,"panglima gar resto, gong, baru",,,
28503,28503,"medan satria sri sul hame ix, 87 rt 4 rw 3 medan satria",,,
28506,28506,jatimurni swad i rt 6 4 pondok melati,,,
28509,28509,"kedai pizza cica, wangunharja",,,
28510,28510,"berkat budi toko,",,,
28525,28525,"western union, pasar i",,,
28533,28533,irig seku no 21 bekasi jaya bekasi timur,,,
28538,28538,rawam raya 91 kutawargi,,,
28554,28554,"graha sen,",,,
28571,28571,"sayang cikeruh, 185 jatinangor",,,
28596,28596,"lya muk bali gro,",,,
28610,28610,"kali baru timur, no 28 toko mas willena, 9",,,
28611,28611,pela mampang ban 48 11 3 rt 11 3 mampang prapatan,,,
28631,28631,"anifah gro gube suryo gang 8, no 2",,,
28636,28636,pekap 8,,,
28652,28652,"ekor kun raya, no 25 pt. citra mega, rw 7",,,
28664,28664,"kanigoro kel. ki ageng peman, no 6 kartoharjo",,,
28679,28679,jend sudi no 75-83 wenang,,,
28684,28684,"pasirlaya suka, no 30 sukaraja",,,
28716,28716,"gun kar, 26 denpasar barat",,,
28719,28719,"perum bumi gemilang c 17,banjarnegoro,mertoyudan,magelang 56172",,,
28724,28724,jalan rawa binong sentosa residence no 105. rt 03 rw 10 lubang buaya. cipayung,,,
28758,28758,"eka jaya tai,",,,
28764,28764,"kara & kali,",,,
28800,28800,nagrak marcopolo no 12 16967 gunung putri,,,
28831,28831,"kan nu pamek, r abdul azis parteker",,,
28846,28846,"apart graha cemp mas, 11 8",,,
28849,28849,raya banj no 93 banjaran wetan kel.,,,
28866,28866,"jend urip sumoh no 213 rumah makan padang cah minang, jebres",,,
28873,28873,porehu,,,
28877,28877,agung utara 3c 20 sunter agung rt 9 10 tanjung priok,,,
28892,28892,gun bal i lebak bulus cilandak,,,
28902,28902,"steakotak, ujan naim, jurang manggu timur pondok aren",,,
28904,28904,"jl.wi mukti raya, gg.s 41 rt 1 jatiasih",,,
28909,28909,"pamoyanan bank mega, k h abdu bin nuh,",,,
28913,28913,"raja, masjid bai huda, rambigundam rambipuji",,,
28916,28916,"blok d6, 21 rt 3 4 11520 kebon jeruk",,,
28929,28929,buket bata kel. pante bidari (beudari),,,
28932,28932,"yayasan darul mustofa con raya, no 103a rt 6 rw 2",,,
28933,28933,"margasari sari ii, 6 buahbatu (margacinta)",,,
28938,28938,"ked i, 163 16411",,,
28944,28944,bin no 79 jati karya kel. binjai utara,,,
28951,28951,kenjeran suko lara 17 rw 3 60123 bulak,,,
28959,28959,kyai haji gho pringsewu utara pringsewu,,,
28972,28972,tegal parang gg. bb ii 6 rt 7 rw 5 mampang prapatan,,,
28974,28974,tapi sawah padang laweh,,,
28987,28987,rorotan mal iii 92 rt 4 6 14140 cilincing,,,
29021,29021,jl. sula hop 5 gunung telihan bontang barat,,,
29022,29022,perum taman sari bukit damai pengasinan gunung sindur,,,
29027,29027,"sd negeri tunjungsekar 01, ikan pira, tunjungsekar",,,
29031,29031,tera putih i no 218 karangmanyar kalimanah,,,
29033,29033,artin ols praya timur,,,
29039,29039,pat sela v no 59 kayuringin jaya rt 2 15 bekasi selatan,,,
29044,29044,angg raya 1 rt 2 4,,,
29045,29045,tambaksari bogen i 34b rt 12 4 tambaksari,,,
29069,29069,"rm sund ling sela, lontarbaru",,,
29072,29072,"as aksesoris raya pek, pekutatan",,,
29090,29090,"teluk pucung jeruk raya, 2 bekasi utara",,,
29104,29104,perum citra permata sakinah blok e34 rt ra 13 02 kadumekar,,,
29109,29109,"h amat raya, depok",,,
29112,29112,"lapangan sepak bola kemba, kembangan",,,
29118,29118,"kios hj. nury, ciwastra, rancasari",,,
29125,29125,"komplek puri citra rt24 rw26 ,blok d2 no 12",,,
29135,29135,jatirahayu siliw iid 301 pondok melati,,,
29140,29140,"sd negeri 6 saka mangk, saka mangkahai kapuas barat",,,
29156,29156,jendral sudirman nomor 20 (depan taman jalur),,,
29159,29159,"kampung puncak mulya, rt.03 11, desa sukaluyu, kec. pangalengan",,,
29169,29169,"pt nikki super tob indonesia kh wac hasyim,",,,
29181,29181,suka makmur kel. sibolangit,,,
29189,29189,"madrasah diniyah al istiq, loka no 36",,,
29197,29197,"war 52, pasar minggu",,,
29199,29199,"kantor bahasa lampung, jl.beringin ii, no 40, komplek gubernuran telukbetung, talang",,,
29200,29200,"kebon kelapa dok sum, 9 rt 2 4 16125 bogor tengah - kota",,,
29207,29207,"cibenda smp negeri 5 ciemas, 43377",,,
29224,29224,jatimulya kamp jatibulak 34 tambun selatan,,,
29234,29234,pekayon gand i rt 8 9 pasar rebo,,,
29235,29235,"karu sejahtera abadi. pt, mun,",,,
29239,29239,raya ser - cibar sukadami cikarang selatan,,,
29264,29264,reva begs,,,
29266,29266,"pt. ganesha jaya, dukuh kup timur xi, pakis",,,
29275,29275,kuta buluh kel.,,,
29299,29299,"amelia coffee, makam,",,,
29315,29315,chantieq jus lemah abang,,,
29323,29323,perumahan wahana cikarang blok c10 no.15 desa sukadami cikarang selatan,,,
29325,29325,peri kem kedungbanjar,,,
29333,29333,perumahan jaya permai blok d no. 12a,,,
29347,29347,t.m. no 2b gohor lama wampu,,,
29357,29357,anjas moro iv,,,
29362,29362,"tk kartika cendekia, jl. teuku cik ditiro no.80, kel, sumber agung, kec. kemiling, kota ba",,,
29382,29382,"danau elok 11 13 mts swasta yapis, sunter jaya",,,
29390,29390,"sla riy, rumah jahit bahagia,",,,
29403,29403,kra 2 42b rw 5 10420 senen,,,
29408,29408,cakung barat cak cilin 25 rt 1 rw 3 cakung,,,
29409,29409,"srengseng sawah wakaf, 12 rt 10 rw 8 12630 jagakarsa",,,
29410,29410,"pijat bekam, jln lawu, dompon, barat taman pancasila karangayar",,,
29413,29413,yapsi,,,
29419,29419,man kerto i 1 manyar sabrangan 6,,,
29425,29425,tebet timur dalam iv c 10 rt 4 11 tebet timur tebet,,,
29430,29430,perumahan griya alam sakti jl.semarak kel.bentiring permai depan kantor lurah benting ata,,,
29431,29431,"pemancingan pak mawi,",,,
29433,29433,"bangilan echa cell, bang sen 62364",,,
29437,29437,bofet capcin & jus 89 lin sang sungayang,,,
29445,29445,"sinar nirm toko, lambung mangkurat, 13 samarinda ilir",,,
29466,29466,"tokyo kawa an, melawai 1, melawai",,,
29467,29467,raden patah tambakrejo gayamsari,,,
29476,29476,salt n pepper pondok jaya,,,
29482,29482,jl. tatah amun per no rt. 3 rt 3 70654 kertak hanyar,,,
29483,29483,taman jati baru timur cideng,,,
29490,29490,"bukit senyum, jl kuda laut no.7 rt.04 rw. 007 seberang besi tua tali kapal",,,
29493,29493,"pesantren ikhya bir walidain dak raw-rahmatullah akbar waj,",,,
29496,29496,swad pos 130 pulo gebang rt 14 4 cakung,,,
29509,29509,"leny listyani drg, jend sudi,",,,
29534,29534,tegal alur gg. kre 54 rt 6 12 kalideres,,,
